Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
8251.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8251.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,53.12%,LOW_CONFIDENCE
8264.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8264.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,62.58%,MATCH
8284.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8284.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,28.78%,LOW_CONFIDENCE
8285.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8285.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,40.08%,LOW_CONFIDENCE
8316.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8316.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,63.46%,MATCH
8321.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8321.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,51.00%,LOW_CONFIDENCE
8343.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8343.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,34.92%,LOW_CONFIDENCE
8365.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8365.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,81.05%,MATCH
8384.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8384.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,56.86%,LOW_CONFIDENCE
8417.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8417.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,62.31%,MISMATCH
8453.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8453.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,76.33%,MISMATCH
8459.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8459.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.59%,LOW_CONFIDENCE
8472.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8472.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.08%,MISMATCH
8489.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8489.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,47.72%,LOW_CONFIDENCE
8540.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8540.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,35.50%,LOW_CONFIDENCE
8543.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8543.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,28.13%,LOW_CONFIDENCE
8559.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8559.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,90.39%,MISMATCH
8647.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8647.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,86.85%,MISMATCH
8649.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8649.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,66.65%,MISMATCH
8650.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8650.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,35.59%,LOW_CONFIDENCE
8655.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8655.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.97%,MISMATCH
8661.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8661.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,30.00%,LOW_CONFIDENCE
8672.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8672.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,49.16%,LOW_CONFIDENCE
8680.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8680.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,32.10%,LOW_CONFIDENCE
8682.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8682.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.87%,LOW_CONFIDENCE
8682_1.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8682_1.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.34%,MISMATCH
8684.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8684.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.21%,LOW_CONFIDENCE
8688.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8688.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,44.07%,LOW_CONFIDENCE
8691.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8691.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,47.09%,LOW_CONFIDENCE
8692.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8692.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.29%,MISMATCH
8693.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8693.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,85.21%,MISMATCH
8701.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8701.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,35.44%,LOW_CONFIDENCE
8703.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8703.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.21%,MISMATCH
8711.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8711.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,38.58%,LOW_CONFIDENCE
8727.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8727.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,72.53%,MISMATCH
8749.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8749.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,34.95%,LOW_CONFIDENCE
8755.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8755.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.80%,LOW_CONFIDENCE
8755_1.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8755_1.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,75.75%,MATCH
8759.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8759.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.56%,MISMATCH
8762.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8762.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.20%,LOW_CONFIDENCE
8773.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8773.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,95.11%,MATCH
8775.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8775.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,72.22%,MISMATCH
8783.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8783.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.97%,MISMATCH
8786.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8786.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,80.62%,MATCH
8797.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8797.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,26.89%,LOW_CONFIDENCE
8800.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8800.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.76%,LOW_CONFIDENCE
8812.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8812.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,73.40%,MATCH
8831.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8831.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,41.76%,LOW_CONFIDENCE
8832.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8832.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,38.21%,LOW_CONFIDENCE
8843.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8843.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,79.42%,MISMATCH
8846.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8846.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,54.88%,LOW_CONFIDENCE
8894.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8894.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,62.17%,MISMATCH
8895.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8895.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,65.94%,MATCH
8902.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8902.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.12%,LOW_CONFIDENCE
8903.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8903.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,88.74%,MISMATCH
8907.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8907.jpg,Air_Pollution,Electricity Dept,A photo of a broken street light,30.40%,LOW_CONFIDENCE
8910.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8910.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.65%,LOW_CONFIDENCE
8912.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8912.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,62.45%,MATCH
8913.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8913.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,33.64%,LOW_CONFIDENCE
8964.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8964.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.06%,LOW_CONFIDENCE
8965.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8965.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,47.50%,LOW_CONFIDENCE
8966.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8966.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,76.18%,MATCH
8983.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8983.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,27.40%,LOW_CONFIDENCE
8988.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8988.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,68.80%,MATCH
8999.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8999.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,44.18%,LOW_CONFIDENCE
9005.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9005.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,51.27%,LOW_CONFIDENCE
9020.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9020.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.85%,LOW_CONFIDENCE
9023.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9023.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.80%,MISMATCH
9037.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9037.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.73%,LOW_CONFIDENCE
9038.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9038.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,36.64%,LOW_CONFIDENCE
9050.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9050.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.30%,MISMATCH
9079.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9079.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,83.04%,MISMATCH
9083.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9083.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,41.97%,LOW_CONFIDENCE
9125.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9125.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.71%,MISMATCH
9129.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9129.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,66.38%,MATCH
9130.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9130.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,63.00%,MATCH
9139.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9139.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,50.18%,LOW_CONFIDENCE
9146.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9146.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.12%,MISMATCH
9151.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9151.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,35.75%,LOW_CONFIDENCE
9157.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9157.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,54.70%,LOW_CONFIDENCE
9200.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9200.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.52%,LOW_CONFIDENCE
9218.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9218.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,94.47%,MISMATCH
9219.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9219.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,62.63%,MATCH
9231.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9231.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,53.89%,LOW_CONFIDENCE
9237.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9237.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,43.25%,LOW_CONFIDENCE
9239.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9239.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,30.92%,LOW_CONFIDENCE
9258.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9258.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.35%,LOW_CONFIDENCE
9264.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9264.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,67.98%,MISMATCH
9323.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9323.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,46.76%,LOW_CONFIDENCE
9328.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9328.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,76.52%,MATCH
9333.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9333.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,73.73%,MISMATCH
9337.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9337.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.18%,LOW_CONFIDENCE
9339.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9339.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,32.69%,LOW_CONFIDENCE
9345.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9345.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,35.60%,LOW_CONFIDENCE
9355.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9355.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,46.64%,LOW_CONFIDENCE
9358.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9358.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,68.20%,MATCH
9366.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9366.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.94%,MISMATCH
9367.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9367.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,74.38%,MATCH
9368.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9368.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.11%,MISMATCH
9376.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9376.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,85.97%,MISMATCH
9379.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9379.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,82.36%,MISMATCH
9382.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9382.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.73%,LOW_CONFIDENCE
9387.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9387.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,52.56%,LOW_CONFIDENCE
9395.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9395.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,60.43%,MISMATCH
9401.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9401.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.61%,LOW_CONFIDENCE
9403.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9403.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,73.61%,MATCH
9410.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9410.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.97%,LOW_CONFIDENCE
9416.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9416.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,68.87%,MISMATCH
9417.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9417.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,40.00%,LOW_CONFIDENCE
9422.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9422.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,39.71%,LOW_CONFIDENCE
9432.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9432.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,75.08%,MATCH
9436.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9436.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.28%,MISMATCH
9437.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9437.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,38.72%,LOW_CONFIDENCE
