Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
8680.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8680.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,32.10%,LOW_CONFIDENCE
8682.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8682.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.87%,LOW_CONFIDENCE
8682_1.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8682_1.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.34%,MISMATCH
8684.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8684.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.21%,LOW_CONFIDENCE
8688.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8688.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,44.07%,LOW_CONFIDENCE
8691.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8691.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,47.09%,LOW_CONFIDENCE
8692.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8692.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.29%,MISMATCH
8693.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8693.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,85.21%,MISMATCH
8701.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8701.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,35.44%,LOW_CONFIDENCE
8703.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8703.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.21%,MISMATCH
8711.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8711.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,38.58%,LOW_CONFIDENCE
8727.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8727.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,72.53%,MISMATCH
8749.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8749.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,34.95%,LOW_CONFIDENCE
8755.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8755.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.80%,LOW_CONFIDENCE
8759.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8759.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.56%,MISMATCH
8762.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8762.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.20%,LOW_CONFIDENCE
8775.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8775.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,72.22%,MISMATCH
8783.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8783.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.97%,MISMATCH
8797.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8797.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,26.89%,LOW_CONFIDENCE
8800.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8800.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.76%,LOW_CONFIDENCE
8831.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8831.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,41.76%,LOW_CONFIDENCE
8832.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8832.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,38.21%,LOW_CONFIDENCE
8843.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8843.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,79.42%,MISMATCH
8846.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8846.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,54.88%,LOW_CONFIDENCE
8894.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8894.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,62.17%,MISMATCH
8902.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8902.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.12%,LOW_CONFIDENCE
8903.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8903.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,88.74%,MISMATCH
8907.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8907.jpg,Air_Pollution,Electricity Dept,A photo of a broken street light,30.40%,LOW_CONFIDENCE
8910.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8910.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.65%,LOW_CONFIDENCE
8913.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8913.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,33.64%,LOW_CONFIDENCE
8964.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8964.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.06%,LOW_CONFIDENCE
8965.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8965.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,47.50%,LOW_CONFIDENCE
8983.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8983.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,27.40%,LOW_CONFIDENCE
8999.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\8999.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,44.18%,LOW_CONFIDENCE
9005.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9005.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,51.27%,LOW_CONFIDENCE
9020.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9020.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.85%,LOW_CONFIDENCE
9023.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9023.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.80%,MISMATCH
9037.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9037.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.73%,LOW_CONFIDENCE
9038.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9038.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,36.64%,LOW_CONFIDENCE
9050.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9050.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.30%,MISMATCH
9079.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9079.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,83.04%,MISMATCH
9083.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9083.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,41.97%,LOW_CONFIDENCE
9125.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9125.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,63.71%,MISMATCH
9139.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9139.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,50.18%,LOW_CONFIDENCE
9146.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9146.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.12%,MISMATCH
9151.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9151.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,35.75%,LOW_CONFIDENCE
9157.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9157.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,54.70%,LOW_CONFIDENCE
9200.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9200.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.52%,LOW_CONFIDENCE
9218.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9218.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,94.47%,MISMATCH
9231.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9231.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,53.89%,LOW_CONFIDENCE
9237.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9237.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,43.25%,LOW_CONFIDENCE
9239.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9239.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,30.92%,LOW_CONFIDENCE
9258.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9258.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.35%,LOW_CONFIDENCE
9264.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9264.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,67.98%,MISMATCH
9323.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9323.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,46.76%,LOW_CONFIDENCE
9333.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9333.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,73.73%,MISMATCH
9337.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9337.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.18%,LOW_CONFIDENCE
9339.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9339.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,32.69%,LOW_CONFIDENCE
9345.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9345.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,35.60%,LOW_CONFIDENCE
9355.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9355.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,46.64%,LOW_CONFIDENCE
9366.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9366.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.94%,MISMATCH
9368.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9368.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.11%,MISMATCH
9376.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9376.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,85.97%,MISMATCH
9379.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9379.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,82.36%,MISMATCH
9382.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9382.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.73%,LOW_CONFIDENCE
9387.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9387.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,52.56%,LOW_CONFIDENCE
9395.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9395.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,60.43%,MISMATCH
9401.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9401.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.61%,LOW_CONFIDENCE
9410.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9410.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.97%,LOW_CONFIDENCE
9416.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9416.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,68.87%,MISMATCH
9417.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9417.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,40.00%,LOW_CONFIDENCE
9422.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9422.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,39.71%,LOW_CONFIDENCE
9436.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9436.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.28%,MISMATCH
9437.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9437.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,38.72%,LOW_CONFIDENCE
9524.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9524.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,48.21%,LOW_CONFIDENCE
9554.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9554.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,30.55%,LOW_CONFIDENCE
9555.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9555.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,55.31%,LOW_CONFIDENCE
9555_1.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9555_1.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,39.36%,LOW_CONFIDENCE
9560.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9560.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,65.33%,MISMATCH
9572.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9572.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,53.27%,LOW_CONFIDENCE
9614.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9614.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,65.58%,MISMATCH
9668.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9668.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,39.40%,LOW_CONFIDENCE
9680.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9680.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,78.17%,MISMATCH
9725.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9725.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,55.51%,LOW_CONFIDENCE
9922.jpg,Air_Pollution\Air_Pollution-_Barren_land_to_be_greened\9922.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.46%,LOW_CONFIDENCE
100.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\100.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.76%,MISMATCH
10001.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10001.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,45.68%,LOW_CONFIDENCE
10002.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10002.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,30.84%,LOW_CONFIDENCE
10008.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10008.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,46.57%,LOW_CONFIDENCE
1001.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\1001.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,40.31%,LOW_CONFIDENCE
10013.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10013.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,82.72%,MISMATCH
1002.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\1002.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,53.25%,LOW_CONFIDENCE
10027.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10027.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.95%,LOW_CONFIDENCE
1003.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\1003.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.24%,LOW_CONFIDENCE
10036.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10036.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.90%,LOW_CONFIDENCE
10037.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10037.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,66.11%,MISMATCH
1004.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\1004.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,89.27%,MISMATCH
10040.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10040.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,86.69%,MISMATCH
10041.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10041.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,34.32%,LOW_CONFIDENCE
10042.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10042.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,54.68%,LOW_CONFIDENCE
10053.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10053.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,33.24%,LOW_CONFIDENCE
10057.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10057.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,48.47%,LOW_CONFIDENCE
10062.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10062.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,77.28%,MISMATCH
10065.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10065.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,49.57%,LOW_CONFIDENCE
10073.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10073.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,59.65%,LOW_CONFIDENCE
10076.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10076.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,40.75%,LOW_CONFIDENCE
10081.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10081.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,48.48%,LOW_CONFIDENCE
10085.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10085.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,38.70%,LOW_CONFIDENCE
10086.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10086.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,55.33%,LOW_CONFIDENCE
10087.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10087.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.21%,LOW_CONFIDENCE
10090.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10090.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,54.69%,LOW_CONFIDENCE
10096.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10096.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,59.91%,LOW_CONFIDENCE
10157.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\10157.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,90.25%,MISMATCH
